configs,runtime_traj,F1
"{'x0': 0.9971848109388686, 'x1': 0.9325573593386588, 'x2': 0.1281244479293567, 'x3': 0.9990405153241448, 'x4': 0.236088976951976, 'x5': 0.3965807272960261}",10.078630363999764,-0.0
"{'x0': 0.3879107411620074, 'x1': 0.66974603680348, 'x2': 0.9355390708060318, 'x3': 0.8463109166860171, 'x4': 0.3132735169322751, 'x5': 0.5245481595728714}",10.078635653999754,-0.077
"{'x0': 0.4434528937795566, 'x1': 0.2295772137298255, 'x2': 0.534413908947017, 'x3': 0.9139620245792328, 'x4': 0.4572048079869882, 'x5': 0.4306985671847084}",10.078592604999812,-0.039
"{'x0': 0.9391277894236256, 'x1': 0.7783892363365335, 'x2': 0.7159705159683643, 'x3': 0.8027575039373649, 'x4': 0.0928008086407379, 'x5': 0.518152548941889}",10.078624913999649,-0.014
"{'x0': 0.8650202519789834, 'x1': 0.8291469073671416, 'x2': 0.8296033593941836, 'x3': 0.2730499742167473, 'x4': 0.0592432013015634, 'x5': 0.6705280400689455}",10.078570504999789,-0.089
"{'x0': 0.5930655182980569, 'x1': 0.6716540974221343, 'x2': 0.411787878969053, 'x3': 0.1975508979847812, 'x4': 0.2896296405458124, 'x5': 0.1421201354749569}",10.078608954999709,-0.335
"{'x0': 0.7833144726948862, 'x1': 0.4125388415030261, 'x2': 0.034171311185839, 'x3': 0.6240299864773533, 'x4': 0.6606357302380029, 'x5': 0.2984952947530447}",10.07864590400004,-0.027
"{'x0': 0.446134506086106, 'x1': 0.2221245475353748, 'x2': 0.0733641717425995, 'x3': 0.4692385264381431, 'x4': 0.0961722604454616, 'x5': 0.9033701664788674}",10.078614174999984,-0.493
"{'x0': 0.1194904679807168, 'x1': 0.5247993768704455, 'x2': 0.0836230045470262, 'x3': 0.9168613345297284, 'x4': 0.9104483817931016, 'x5': 0.2989301122097161}",10.078563815000052,-0.032
"{'x0': 0.5843891207379291, 'x1': 0.5659120274641931, 'x2': 0.6139383177960557, 'x3': 0.9565356566705222, 'x4': 0.2609789796155568, 'x5': 0.2310154222125889}",10.078671643999767,-0.117
"{'x0': 0.5334484906051753, 'x1': 0.9499381385326396, 'x2': 0.4930595935447459, 'x3': 0.540600508823644, 'x4': 0.7654851044408709, 'x5': 0.0453457285746532}",10.078534054999636,-2.189
"{'x0': 0.1399661191917144, 'x1': 0.7924035857960191, 'x2': 0.0298013581823932, 'x3': 0.8831254758194231, 'x4': 0.5407881896009646, 'x5': 0.4479801814204182}",10.078598134999991,-0.036
"{'x0': 0.892135872001881, 'x1': 0.3775843411510946, 'x2': 0.5384246942799851, 'x3': 0.6522988820635421, 'x4': 0.361261020211621, 'x5': 0.5710085611850925}",10.078640963999987,-0.163
"{'x0': 0.6378364840596764, 'x1': 0.1263148850448883, 'x2': 0.6902045877551451, 'x3': 0.6477493997733476, 'x4': 0.3539390887983019, 'x5': 0.7632330527151219}",10.078651433999768,-0.479
"{'x0': 0.3565317235580549, 'x1': 0.7527883531756042, 'x2': 0.8813418296340111, 'x3': 0.0116691936808935, 'x4': 0.4981090696282365, 'x5': 0.0737920114006546}",10.078545604999816,-0.121
"{'x0': 0.786951474469075, 'x1': 0.0640673298382172, 'x2': 0.3553103624164283, 'x3': 0.9418369487534224, 'x4': 0.379803286768697, 'x5': 0.7629200734449887}",10.078619204000006,-0.016
"{'x0': 0.7715949980443677, 'x1': 0.3013604954098934, 'x2': 0.772739146777577, 'x3': 0.1529298225540287, 'x4': 0.5786339307357229, 'x5': 0.0090079969610429}",10.07858162499997,-0.01
"{'x0': 0.7090425219928455, 'x1': 0.470640807662421, 'x2': 0.7645925702404984, 'x3': 0.4673926831470522, 'x4': 0.269001051257828, 'x5': 0.83169258900655}",10.078576354999768,-1.024
"{'x0': 0.551324941197953, 'x1': 0.0700814960326291, 'x2': 0.4724750380004625, 'x3': 0.7427648300870915, 'x4': 0.1919560782374304, 'x5': 0.4643115033656371}",10.07855811499985,-0.169
"{'x0': 0.23036280837255, 'x1': 0.508247537567289, 'x2': 0.208568311654214, 'x3': 0.0493042447531577, 'x4': 0.518861875863902, 'x5': 0.1722783522298941}",10.078603624999689,-0.115
"{'x0': 0.3963132875130398, 'x1': 0.1073653029524273, 'x2': 0.5098102781639328, 'x3': 0.102135232538193, 'x4': 0.2887178327056099, 'x5': 0.2317584645213333}",10.078667104000033,-0.518
"{'x0': 0.9676679286512052, 'x1': 0.2783188382102051, 'x2': 0.2336225232421135, 'x3': 0.0915564416778033, 'x4': 0.5700666604160946, 'x5': 0.4179265391903386}",10.078587014999812,-0.069
"{'x0': 0.3678432406384295, 'x1': 0.8129949703859737, 'x2': 0.2897600027395357, 'x3': 0.7173916012578099, 'x4': 0.6129480927278149, 'x5': 0.4269098256792265}",10.078552134999882,-0.301
"{'x0': 0.7518729697698476, 'x1': 0.4278126325923221, 'x2': 0.4283824051652493, 'x3': 0.3619044427567548, 'x4': 0.1533384779195744, 'x5': 0.9371903244000068}",10.07865650399981,-0.429
"{'x0': 0.9164098732731798, 'x1': 0.7819584624894659, 'x2': 0.6163289451076759, 'x3': 0.0359994363763702, 'x4': 0.6543237716895042, 'x5': 0.1297696089146605}",10.078661644000022,-0.003
"{'x0': 0.2943594751304114, 'x1': 0.3608147544272277, 'x2': 0.2746451512224468, 'x3': 0.0739689935172032, 'x4': 0.1521371583925623, 'x5': 0.1616185247557571}",20.231546452999737,-0.178
"{'x0': 0.9387116997045198, 'x1': 0.3711339009554683, 'x2': 0.0500180858882426, 'x3': 0.7409555557358842, 'x4': 0.2986802421046026, 'x5': 0.204358127861885}",20.23148944299965,-0.013
"{'x0': 0.9817566411866314, 'x1': 0.8930212121962859, 'x2': 0.7593487949563279, 'x3': 0.6511205589027862, 'x4': 0.0396835020657263, 'x5': 0.8138763651723374}",20.231556112999897,-0.068
"{'x0': 0.7625731346670644, 'x1': 0.4552824669879853, 'x2': 0.5318264513359677, 'x3': 0.1093360675852389, 'x4': 0.1460327459882286, 'x5': 0.5087887387793378}",20.23151262300007,-0.357
"{'x0': 0.2156502809027911, 'x1': 0.9164437030943698, 'x2': 0.4621525128552284, 'x3': 0.1322672744567307, 'x4': 0.7642416087544277, 'x5': 0.2127336981126479}",20.23155113299981,-0.199
