configs,runtime_traj,F1
"{'x0': -6.298358436535862, 'x1': 8.630817316422235, 'x2': 8.954612230557558, 'x3': -0.3050180643248872, 'x4': -3.5892712577678543, 'x5': -6.911466538213398, 'x6': 3.9772538273440254, 'x7': -7.600989148072204, 'x8': -0.2964818080026994, 'x9': 2.6547546120187366}",10.234131833999982,142.956
"{'x0': 6.364534427097752, 'x1': 3.6605198881894263, 'x2': -0.0287765989336197, 'x3': 1.7359395600020662, 'x4': 4.395084647139182, 'x5': -4.830038271252024, 'x6': 0.9241463980431596, 'x7': -1.8538433542010964, 'x8': -6.4603075266412695, 'x9': 9.392648116535856}",10.234053283999856,74.252
"{'x0': -4.059632857846244, 'x1': -4.242623682599913, 'x2': -7.676133648078007, 'x3': -6.365459244376426, 'x4': -0.1142046456418484, 'x5': 1.3153025844711053, 'x6': -5.56329665974592, 'x7': 5.349823418305249, 'x8': 1.5461613759139592, 'x9': -6.643533785970885}",10.234205482999869,94.868
"{'x0': -2.6505726275230623, 'x1': -0.6265283166756159, 'x2': 3.085323644141827, 'x3': 5.861794874852407, 'x4': 3.261235861017205, 'x5': 2.260593890195704, 'x6': 9.817039903998996, 'x7': -7.6103040334137395, 'x8': -7.028704330213021, 'x9': 7.045620674573044}",5.115687488999811,130.781
"{'x0': 0.1905175298464829, 'x1': -5.654601471197598, 'x2': 9.865325889231809, 'x3': -3.694050376542788, 'x4': -4.825336571403451, 'x5': 6.183505719415436, 'x6': -2.926492426312093, 'x7': -0.6431501305693139, 'x8': -4.516534812190798, 'x9': 5.96400775674107}",10.234094153999877,118.86
"{'x0': 6.282768261744813, 'x1': 8.961808438054085, 'x2': 6.457692809529675, 'x3': 0.3027824172787419, 'x4': -5.580036934136993, 'x5': 4.932628161784594, 'x6': -1.36924459529752, 'x7': 7.766074984349608, 'x8': 8.823866094735312, 'x9': 0.0602450669196752}",10.234152573999836,123.849
"{'x0': 4.040840804847646, 'x1': 4.13084011747835, 'x2': -0.3795648859105345, 'x3': 9.206274642500762, 'x4': -1.479549478878548, 'x5': -3.5425157313608717, 'x6': 5.238599933039987, 'x7': 8.652571288221097, 'x8': 4.22434485574885, 'x9': 0.3486152744293846}",10.234084953999854,82.635
"{'x0': 7.689431953957872, 'x1': 1.0726768165446448, 'x2': 1.4728499035373144, 'x3': -2.121334100959169, 'x4': 8.53093500982926, 'x5': -9.889111611364696, 'x6': 4.569969924243885, 'x7': -2.884927422194938, 'x8': -5.741335262449265, 'x9': -2.75945177932309}",10.23393126399992,140.938
"{'x0': 7.566005740396818, 'x1': -2.7334821727570877, 'x2': 0.0641383808141071, 'x3': 5.349765196006564, 'x4': 8.289511414603268, 'x5': 6.527360133956655, 'x6': -1.7650712205502543, 'x7': 2.6168532629178003, 'x8': -3.161768002394407, 'x9': -2.366141183188778}",10.234021243999903,62.62
"{'x0': 9.24919143941964, 'x1': 2.940284570813141, 'x2': 9.156913408266362, 'x3': 6.069042565619313, 'x4': -5.412280795461919, 'x5': 7.584040558910658, 'x6': 1.8499272557320177, 'x7': 5.72344484485345, 'x8': 0.6428888263780212, 'x9': 9.365811463893674}",10.233986613999832,139.417
"{'x0': 1.4990706941417145, 'x1': -0.4631318347280295, 'x2': -1.5772326664957603, 'x3': 1.9795995650568088, 'x4': -7.868549295761403, 'x5': -2.627849247926786, 'x6': -5.6838719668300985, 'x7': 6.144222854388442, 'x8': 5.964411697721168, 'x9': 1.0907894766000688}",10.23416376299997,80.738
"{'x0': 7.902914868878643, 'x1': 8.582798007091203, 'x2': 9.552667817501948, 'x3': 8.354374409979904, 'x4': -9.199775185249772, 'x5': 4.656449798280473, 'x6': 7.927477535115504, 'x7': 6.75661095846554, 'x8': 0.729073955009305, 'x9': -3.57362828434888}",10.23418535299993,139.686
"{'x0': -2.0549200922965083, 'x1': -4.451215677587516, 'x2': 8.724960861597527, 'x3': -0.7251478566850516, 'x4': 7.045779120036848, 'x5': -5.744652597568924, 'x6': -9.99752825061087, 'x7': -8.142074749593093, 'x8': -6.497672321306684, 'x9': 0.2971832596194801}",10.23400981399982,189.586
"{'x0': 7.599806976878018, 'x1': 5.695838364202437, 'x2': 0.596423489690384, 'x3': -4.523242641775331, 'x4': -9.47231701768982, 'x5': 7.394172526167797, 'x6': -4.491242619080886, 'x7': -7.0957928823131216, 'x8': 0.1082326817688716, 'x9': -3.298106693728055}",10.233998573999996,111.678
"{'x0': -6.766091412087299, 'x1': -5.6142005517861415, 'x2': 6.730352970570685, 'x3': 4.406960568093513, 'x4': -8.970236233916804, 'x5': 2.4654467104204763, 'x6': -4.274615044705934, 'x7': 6.2556389316281695, 'x8': 0.9174541688900444, 'x9': -9.634599374597892}",10.234064763999868,128.462
"{'x0': -9.677794720144648, 'x1': 8.70071461158021, 'x2': -2.1882863954034466, 'x3': 8.213110275897787, 'x4': 6.389307389507245, 'x5': -8.192592554762783, 'x6': -2.835193813569732, 'x7': -9.6202974515517, 'x8': -0.999465555246605, 'x9': -9.392634946664206}",10.234032193999838,200.826
"{'x0': -4.592920626343922, 'x1': -9.94834845965483, 'x2': -1.3250816925724251, 'x3': 1.743484082110907, 'x4': 9.839685105332729, 'x5': -1.2895835268475544, 'x6': -2.7514524449333795, 'x7': 7.462546739781988, 'x8': -0.2989246778824554, 'x9': 4.8772405844356825}",10.234175182999934,152.879
"{'x0': 5.083618987460918, 'x1': -3.5263359483436973, 'x2': 4.707027847233277, 'x3': -6.288205318119053, 'x4': -7.358164830808167, 'x5': -9.800561848642245, 'x6': -2.539178911283166, 'x7': -9.783981516543218, 'x8': 6.9692401523511975, 'x9': -5.136664311308607}",10.234104173999867,239.359
"{'x0': 3.6005451502588635, 'x1': 3.542794845755992, 'x2': 7.716548123633789, 'x3': -6.928686586847894, 'x4': 8.933882541758493, 'x5': -4.125125341926377, 'x6': 4.732010769210319, 'x7': -0.489220617942756, 'x8': -6.702657189190178, 'x9': 6.549067041345012}",10.233951933999831,114.923
"{'x0': 0.7939560863581203, 'x1': -2.916551580731901, 'x2': 6.839953703173805, 'x3': -9.363902479284654, 'x4': -8.645295293877398, 'x5': 2.56362437097752, 'x6': 2.6988702372125104, 'x7': 5.394739496218355, 'x8': -1.1722274568283204, 'x9': 7.169366851630276}",10.234195382999816,93.718
"{'x0': -2.3667483767737707, 'x1': 9.295613053265331, 'x2': 5.606037379006075, 'x3': -1.4805049571638946, 'x4': -3.0780369693970533, 'x5': 0.7836523468139571, 'x6': -1.375721890094157, 'x7': 5.652660405983482, 'x8': 3.3465434500815388, 'x9': 3.8523775251382393}",10.23414250399992,94.629
"{'x0': -3.1232020533056337, 'x1': 1.5155799882701937, 'x2': -1.621853806580603, 'x3': -8.628016232177245, 'x4': -8.049038519355427, 'x5': -5.474076749037176, 'x6': 7.220553509742263, 'x7': -4.382800226041597, 'x8': -7.495628624389836, 'x9': -8.51478385431152}",10.233974603999968,83.837
"{'x0': -3.483074723810901, 'x1': 5.140092779797346, 'x2': -1.8160070771851904, 'x3': 5.1300056342972855, 'x4': -4.596444799425097, 'x5': 7.32360488699133, 'x6': 9.479987356198013, 'x7': 5.120260250661083, 'x8': 8.948466885043313, 'x9': -6.334304256289112}",10.233963923999909,131.332
"{'x0': 9.74609714297349, 'x1': -9.19160435635641, 'x2': -2.095718796758317, 'x3': 1.970927659622424, 'x4': -6.990270701873415, 'x5': -6.511143455388984, 'x6': -7.0264734860580536, 'x7': -9.735259356066535, 'x8': -9.969185165298036, 'x9': -9.174617621184504}",10.234075153999813,349.223
"{'x0': -1.4872151347533151, 'x1': 9.287937996038709, 'x2': -6.3462733518766505, 'x3': 4.900765159648717, 'x4': -3.206734554112072, 'x5': 3.021843877507012, 'x6': 2.8223312268038967, 'x7': -5.5379475965732645, 'x8': 5.005065316309816, 'x9': -0.9184339463651484}",10.234042734000012,129.184
"{'x0': -6.487106257840605, 'x1': -4.899715414384172, 'x2': 4.512601513532008, 'x3': -2.1805147027457554, 'x4': -2.26833085767735, 'x5': 4.693706061798956, 'x6': 9.47102622378441, 'x7': -5.153249919578569, 'x8': -5.867624963881282, 'x9': -1.5118127104920518}",15.344011851000005,156.921
"{'x0': 4.358696354535098, 'x1': 7.033445494730856, 'x2': -2.9855292883895634, 'x3': -2.7341071999670463, 'x4': -3.2741405497012206, 'x5': -1.8764312736297144, 'x6': -8.793847861418374, 'x7': -7.423102311356821, 'x8': 0.3705006059611353, 'x9': 7.670433683363729}",15.34400112100002,81.449
"{'x0': -6.733214622892323, 'x1': 4.561258730463717, 'x2': -5.6418535836932, 'x3': 6.699317039389928, 'x4': -7.986486728010702, 'x5': -2.690432321466421, 'x6': 1.7819422466847428, 'x7': -0.5860999234094848, 'x8': -2.6822686454429023, 'x9': 9.410955115281425}",20.414044846000024,108.145
"{'x0': 0.6476981541022333, 'x1': -1.9441011733906264, 'x2': -9.175080962254086, 'x3': -4.401856831869049, 'x4': 3.331081962725317, 'x5': -9.629408259168509, 'x6': -5.839167591425074, 'x7': -9.545668310938195, 'x8': -8.930196588519422, 'x9': -1.3573379973819577}",15.343985670999928,209.979
"{'x0': -4.250946220026838, 'x1': -5.272255610430476, 'x2': 4.54056597701449, 'x3': -5.915549473568607, 'x4': -6.002076378357408, 'x5': 3.8172010187265135, 'x6': -5.008606249590237, 'x7': -7.1400955296969215, 'x8': -7.374415413602311, 'x9': 8.893177513651448}",20.41409061599984,149.13
"{'x0': -5.715142432914247, 'x1': 3.588428213577465, 'x2': -0.5221418742888702, 'x3': 1.4889268491298857, 'x4': -1.6737362189186875, 'x5': -7.336739342063547, 'x6': -3.386861961162076, 'x7': -7.111590765225452, 'x8': 6.734870654528631, 'x9': -1.7396670724010264}",15.34352924299992,104.418
"{'x0': -9.404365079457277, 'x1': 7.008596653806137, 'x2': -5.389087696656684, 'x3': 8.118451908678825, 'x4': -3.752243164479374, 'x5': -0.6532664094316551, 'x6': 9.194120012523337, 'x7': 7.358369483550462, 'x8': -5.624261120840655, 'x9': 4.095615155024781}",20.414081745999965,153.415
"{'x0': -1.0317308831884162, 'x1': -8.190640368585182, 'x2': 0.2502159113973619, 'x3': -3.462564742934968, 'x4': 7.305906863428706, 'x5': 4.910776205889622, 'x6': -2.6946793117781453, 'x7': 4.979300673408138, 'x8': 0.1354367054969003, 'x9': -2.1319156583176486}",20.414029265999943,43.134
"{'x0': -4.935063263341557, 'x1': 6.215464040333089, 'x2': 5.396683737147971, 'x3': 5.914305458912342, 'x4': -6.474059680826432, 'x5': 2.082816691115145, 'x6': -3.224627306429692, 'x7': 8.420882733861841, 'x8': -3.1485467715058157, 'x9': 2.975572246838885}",20.414120336,119.575
"{'x0': -5.952786771715049, 'x1': 7.928095352689667, 'x2': 6.299325245187436, 'x3': 6.571103288121801, 'x4': 3.047649360377518, 'x5': 5.486748264957875, 'x6': 4.437820297524176, 'x7': 7.124616710301595, 'x8': 9.530891122086238, 'x9': -0.1218355412528922}",20.41412762599998,139.098
"{'x0': -3.629487257442357, 'x1': 3.029876936940912, 'x2': -8.000701092451601, 'x3': -9.96234672648863, 'x4': -8.962116844313051, 'x5': 3.0961608890417835, 'x6': 2.272628619092566, 'x7': 0.767180761383937, 'x8': 8.044891973499471, 'x9': -4.282731824369113}",20.414143265999883,123.915
