configs,runtime_traj,F1
"{'x0': 0.5928446182250183, 'x1': 0.8442657485810173, 'x2': 0.8579456176227568, 'x3': 0.8472517387841254, 'x4': 0.6235636967859723, 'x5': 0.3843817072926998}",10.047901937000006,-0.151
"{'x0': 0.2975346065444723, 'x1': 0.0567129773174431, 'x2': 0.2726562945801132, 'x3': 0.4776651173213498, 'x4': 0.8121687287754932, 'x5': 0.4799771723750573}",10.047978657000384,-0.098
"{'x0': 0.3927847961008297, 'x1': 0.8360787635373775, 'x2': 0.3373961604172684, 'x3': 0.6481718720511972, 'x4': 0.3682415398405479, 'x5': 0.9571551589530464}",5.043295456000124,-0.073
"{'x0': 0.1403507804126451, 'x1': 0.8700872583584364, 'x2': 0.4736080452737105, 'x3': 0.8009107519796442, 'x4': 0.5204774795512048, 'x5': 0.6788795301189603}",10.048006877000262,-0.036
"{'x0': 0.7206326547259168, 'x1': 0.5820197920751071, 'x2': 0.5373732294490107, 'x3': 0.7586156243223572, 'x4': 0.1059076071877921, 'x5': 0.4736004193466574}",5.043276756000068,-0.049
"{'x0': 0.1863323433267599, 'x1': 0.7369181771289581, 'x2': 0.2165503544243718, 'x3': 0.135218173405452, 'x4': 0.3241410077932141, 'x5': 0.1496748671836831}",10.047942057,-0.229
"{'x0': 0.2223213882515876, 'x1': 0.3864889811258619, 'x2': 0.9025984755294046, 'x3': 0.4499499899112276, 'x4': 0.6130634578841324, 'x5': 0.9023485831739844}",10.047984437000196,-0.282
"{'x0': 0.0992803503589738, 'x1': 0.9698090677467488, 'x2': 0.6531400357979377, 'x3': 0.1709095851360451, 'x4': 0.358152166969525, 'x5': 0.7506861412184562}",10.04801189700038,-0.247
"{'x0': 0.6078306687154678, 'x1': 0.3250472290083525, 'x2': 0.0384254264727347, 'x3': 0.634274057957335, 'x4': 0.9589492686245203, 'x5': 0.6527903170054908}",10.04791399700025,-0.001
"{'x0': 0.6350588736035638, 'x1': 0.9952995676778876, 'x2': 0.5818503294385343, 'x3': 0.4143685882263688, 'x4': 0.4746975022884129, 'x5': 0.6235101011318682}",10.048001757000293,-0.082
"{'x0': 0.3380076148388917, 'x1': 0.6747523222590207, 'x2': 0.3172017420692961, 'x3': 0.778345482025909, 'x4': 0.949571053450742, 'x5': 0.6625268669500443}",10.047990157000186,-0.019
"{'x0': 0.0135716356121098, 'x1': 0.6228460955466695, 'x2': 0.6736596308357894, 'x3': 0.9719450024996658, 'x4': 0.878193471347177, 'x5': 0.5096243767199001}",10.047919497000294,-0.015
"{'x0': 0.0557146937016063, 'x1': 0.4511592145209281, 'x2': 0.0199876654087587, 'x3': 0.4417109212488453, 'x4': 0.9795867288127283, 'x5': 0.3594444639693215}",10.047895276999952,-0.018
"{'x0': 0.4808935308361628, 'x1': 0.6886611828057704, 'x2': 0.8804758892525955, 'x3': 0.9182354663621448, 'x4': 0.2168221376275428, 'x5': 0.5651888666048753}",10.047936587000097,-0.056
"{'x0': 0.865102561305385, 'x1': 0.5089689606670145, 'x2': 0.9167229540194608, 'x3': 0.9211576102371998, 'x4': 0.0831124926306023, 'x5': 0.2777185612810324}",10.04792530700024,-0.005
"{'x0': 0.0093567048565326, 'x1': 0.842342079667731, 'x2': 0.6471741401875555, 'x3': 0.8413861191973544, 'x4': 0.2647301642834496, 'x5': 0.397820752758629}",10.047996077000334,-0.036
"{'x0': 0.5528214798875715, 'x1': 0.1649404602418841, 'x2': 0.36980809274834, 'x3': 0.1464417627291122, 'x4': 0.5696184059233067, 'x5': 0.7037372792899163}",10.047973487000036,-0.613
"{'x0': 0.2884764370485286, 'x1': 0.433288061982044, 'x2': 0.7561066938650409, 'x3': 0.3960982754233623, 'x4': 0.896038387509077, 'x5': 0.6389210762313129}",10.047884067000268,-0.195
"{'x0': 0.8915544372256771, 'x1': 0.6800555694634123, 'x2': 0.449197738218372, 'x3': 0.978570928420717, 'x4': 0.1162019096123944, 'x5': 0.7670237035587267}",10.047930867000105,-0.023
"{'x0': 0.4118201389648447, 'x1': 0.675439081200236, 'x2': 0.249796275654978, 'x3': 0.3132183319459509, 'x4': 0.965416220519927, 'x5': 0.5884650850687494}",10.047947237000244,-0.046
"{'x0': 0.6596684120694128, 'x1': 0.5332062539166482, 'x2': 0.2305330235063298, 'x3': 0.3948692934502291, 'x4': 0.6188085645913571, 'x5': 0.474867515408942}",10.047963167000034,-0.148
"{'x0': 0.4701321892557651, 'x1': 0.7160745312286432, 'x2': 0.2879910043632805, 'x3': 0.3834622250349478, 'x4': 0.7491698371527247, 'x5': 0.878452190276042}",10.047968397000204,-0.03
"{'x0': 0.1028633586934382, 'x1': 0.0923738894608982, 'x2': 0.3540466620838102, 'x3': 0.5518162591332588, 'x4': 0.033625093498832, 'x5': 0.9689617652602736}",10.047957607000171,-0.22
"{'x0': 0.3209972413734975, 'x1': 0.2212626851837827, 'x2': 0.1412639049258967, 'x3': 0.0972599270631738, 'x4': 0.9840422413641464, 'x5': 0.2603409275874047}",10.047908216999986,-0.019
"{'x0': 0.5370225213757797, 'x1': 0.4479261718707299, 'x2': 0.099569089110811, 'x3': 0.352311661200533, 'x4': 0.4692491739902421, 'x5': 0.8411401297855995}",10.047952457000063,-0.703
"{'x0': 0.9046477442095134, 'x1': 0.0375593838281402, 'x2': 0.5083154485788909, 'x3': 0.1668475130484996, 'x4': 0.7790510196090357, 'x5': 0.8649332956024927}",20.18383725500007,-0.012
"{'x0': 0.4113967237554545, 'x1': 0.1399725854932016, 'x2': 0.0332223852661772, 'x3': 0.9825749598251936, 'x4': 0.3732907507832548, 'x5': 0.4200753697906106}",15.136983982999936,-0.012
"{'x0': 0.0505881150542372, 'x1': 0.3654961062634103, 'x2': 0.0166279737338672, 'x3': 0.2307423354067956, 'x4': 0.7649116989968572, 'x5': 0.9441235194354546}",20.183789785000045,-0.029
"{'x0': 0.7499992487701004, 'x1': 0.3394038194495186, 'x2': 0.4895489368910937, 'x3': 0.3389851167797783, 'x4': 0.1794902609178557, 'x5': 0.1709865986831314}",20.183854565000274,-0.141
"{'x0': 0.4634509773844829, 'x1': 0.8745729576449965, 'x2': 0.9441197509175636, 'x3': 0.608252865854013, 'x4': 0.5966554062950531, 'x5': 0.7836442453018885}",20.18388808400005,-0.027
"{'x0': 0.5000262977293014, 'x1': 0.0503700567575438, 'x2': 0.6990980747185112, 'x3': 0.9923963988886326, 'x4': 0.2672625378814782, 'x5': 0.6790906156274139}",20.183877244000087,-0.06
"{'x0': 0.8642814426862446, 'x1': 0.7508442456284316, 'x2': 0.9644897677894309, 'x3': 0.5542424350844403, 'x4': 0.2123904988903086, 'x5': 0.2224432243868187}",20.18380237500014,-0.059
"{'x0': 0.2187493737367718, 'x1': 0.569573534574738, 'x2': 0.4521090350334257, 'x3': 0.9702366830961006, 'x4': 0.6805446911927795, 'x5': 0.0852955658587005}",20.18389418400011,-0.16
"{'x0': 0.0564183327139662, 'x1': 0.4878377043589642, 'x2': 0.8810045622016749, 'x3': 0.9764043865930424, 'x4': 0.6176579160958802, 'x5': 0.5424987750103974}",15.131081911000363,-0.013
"{'x0': 0.8546135803107144, 'x1': 0.7438345453097878, 'x2': 0.4785963256187501, 'x3': 0.6770815740270854, 'x4': 0.6070450611164516, 'x5': 0.7146969362373571}",15.137002503000076,-0.014
"{'x0': 0.4694971830911709, 'x1': 0.4560146232178672, 'x2': 0.9064180870601712, 'x3': 0.1372204200971946, 'x4': 0.2292193230865794, 'x5': 0.8815853992105808}",20.183808675000364,-1.307
"{'x0': 0.9044249756892316, 'x1': 0.6457845985018992, 'x2': 0.3246829720664653, 'x3': 0.5197111936582762, 'x4': 5.535686500857118e-05, 'x5': 0.3118602206821891}",20.18388257400011,-0.024
"{'x0': 0.4254515379521759, 'x1': 0.8853376596095855, 'x2': 0.6798794564067695, 'x3': 0.456129772122862, 'x4': 0.4834086165987526, 'x5': 0.7887394275320365}",20.183831244999965,-0.164
"{'x0': 0.2294418344710453, 'x1': 0.8802976031150046, 'x2': 0.3136923925080297, 'x3': 0.9574508556589536, 'x4': 0.4717515708928012, 'x5': 0.7115838170608139}",20.18381973500027,-0.006
"{'x0': 0.1536943050077964, 'x1': 0.7304421765667943, 'x2': 0.6462644373146849, 'x3': 0.2148807367505781, 'x4': 0.1864582194893385, 'x5': 0.8075802688587874}",20.18386065499999,-0.724
"{'x0': 0.7470794701392341, 'x1': 0.6748473459286921, 'x2': 0.276893750817091, 'x3': 0.1749088743095075, 'x4': 0.704474258393494, 'x5': 0.4631501999901332}",20.18377612500035,-0.028
"{'x0': 0.8404285325354325, 'x1': 0.2048657621804457, 'x2': 0.1649588680867573, 'x3': 0.124833057490086, 'x4': 0.7220806624027486, 'x5': 0.0304529649416003}",20.18384866500037,-0.002
"{'x0': 0.7469942401995034, 'x1': 0.0925961651185135, 'x2': 0.2174504927055718, 'x3': 0.7492544170632397, 'x4': 0.7316937564646905, 'x5': 0.0456146371508864}",20.183865664000223,-0.002
"{'x0': 0.2091570294808411, 'x1': 0.2869150433006046, 'x2': 0.6772633053384269, 'x3': 0.0630382896693767, 'x4': 0.5556492427701452, 'x5': 0.0092400734865407}",20.183871204000297,-0.064
"{'x0': 0.8330380975093908, 'x1': 0.984329434348122, 'x2': 0.7034947841347021, 'x3': 0.1816312004920487, 'x4': 0.5123934632959037, 'x5': 0.5804471371881301}",20.183782985000107,-0.03
"{'x0': 0.7875421559550259, 'x1': 0.6064754600685757, 'x2': 0.2184028548119228, 'x3': 0.4551688151933373, 'x4': 0.8788697417774708, 'x5': 0.4922682415051587}",20.183763745000302,-0.008
"{'x0': 0.7155611574590398, 'x1': 0.4861595603111976, 'x2': 0.708548150020003, 'x3': 0.49814022550747, 'x4': 0.8445500794719424, 'x5': 0.1943422229429832}",20.183825565000006,-0.114
"{'x0': 0.7733260096105699, 'x1': 0.9742586638572328, 'x2': 0.862309777350283, 'x3': 0.7804266511040134, 'x4': 0.985032278883236, 'x5': 0.753569606672163}",20.183814195000195,-0.0
"{'x0': 0.0040481063684263, 'x1': 0.2694794339581177, 'x2': 0.4104921380944569, 'x3': 0.4282238321164081, 'x4': 0.2978418185550563, 'x5': 0.4011323415586276}",20.18384341499996,-1.282
"{'x0': 0.1206569911861197, 'x1': 0.9806996740240193, 'x2': 0.406120492981311, 'x3': 0.5692107600936255, 'x4': 0.3436055031480987, 'x5': 0.7888727777194641}",20.18379577500036,-0.114
"{'x0': 0.4113724140379379, 'x1': 0.3592714170600857, 'x2': 0.3994989103160902, 'x3': 0.3018308759275165, 'x4': 0.7752197774666111, 'x5': 0.9262129301763148}",30.279920526000296,-0.112
"{'x0': 0.3253103051589964, 'x1': 0.9528706723868426, 'x2': 0.0139483959334153, 'x3': 0.5334656817509289, 'x4': 0.3045820306759077, 'x5': 0.882859998043791}",30.27987207600017,-0.092
